country,year,GDP,life_expectancy,pop,decade,region
Tunisia,1989,5196,71.6,8050936,1980,Middle East & North Africa
Turkey,1989,10103,66.9,53066569,1980,Europe & Central Asia
Turkmenistan,1989,8822,63.1,3570558,1980,Europe & Central Asia
Turks and Caicos Islands,1989,10199,NA,11019,1980,America
Tuvalu,1989,2082,NA,8949,1980,East Asia & Pacific
Uganda,1989,762,52.5,16802258,1980,Sub-Saharan Africa
Ukraine,1989,10773,70.4,51343974,1980,Europe & Central Asia
United Arab Emirates,1989,92115,72.2,1712117,1980,Middle East & North Africa
United Kingdom,1989,26279,75.5,56953861,1980,Europe & Central Asia
United States,1989,36830,75.2,250340795,1980,America
Uruguay,1989,9827,72.6,3088985,1980,America
USSR,1989,NA,NA,286747710,1980,Europe & Central Asia
Uzbekistan,1989,3184,67.7,20052259,1980,Europe & Central Asia
Wallis et Futuna,1989,NA,NA,13868,1980,East Asia & Pacific
Vanuatu,1989,2498,62.6,142852,1980,East Asia & Pacific
Venezuela,1989,14125,72.7,19388262,1980,America
West Bank and Gaza,1989,1987,70,2019486,1980,Middle East & North Africa
West Germany,1989,NA,NA,63178130,1980,Europe & Central Asia
Western Sahara,1989,NA,61.572,209797,1980,Middle East & North Africa
Vietnam,1989,1457,68.7,66757401,1980,East Asia & Pacific
Virgin Islands (U.S.),1989,NA,77.07,103333,1980,America
North Yemen (former),1989,NA,NA,9248938,1980,NA
South Yemen (former),1989,NA,NA,2562260,1980,NA
Yemen,1989,3562,59.7,11426912,1980,NA
Yugoslavia,1989,NA,NA,22630149,1980,Europe & Central Asia
Zambia,1989,2465,52.1,7921028,1980,Sub-Saharan Africa
Zimbabwe,1989,2436,63.9,10184966,1980,Sub-Saharan Africa
Åland,1989,NA,81,24416,1980,Europe & Central Asia
South Sudan,1989,2247,52,5771305,1980,Sub-Saharan Africa
Abkhazia,1990,NA,NA,NA,1990,Europe & Central Asia
Afghanistan,1990,1028,50.3,12067570,1990,South Asia
Akrotiri and Dhekelia,1990,NA,NA,14127,1990,Europe & Central Asia
Albania,1990,4350,73.5,3281453,1990,Europe & Central Asia
Algeria,1990,10113,70.5,25912364,1990,Middle East & North Africa
American Samoa,1990,NA,NA,47044,1990,East Asia & Pacific
Andorra,1990,28417,80.7,54511,1990,Europe & Central Asia
Angola,1990,4232,50.3,11127870,1990,Sub-Saharan Africa
Anguilla,1990,NA,NA,8334,1990,America
Antigua and Barbuda,1990,17154,72.4,61906,1990,America
Argentina,1990,8539,72.6,32729740,1990,America
Armenia,1990,3736,70.1,3544695,1990,Europe & Central Asia
Aruba,1990,37014,73.734,62148,1990,America
Australia,1990,28604,77,17096869,1990,East Asia & Pacific
Austria,1990,31053,75.7,7706571,1990,Europe & Central Asia
Azerbaijan,1990,8513,66.1,7216503,1990,Europe & Central Asia
Bahamas,1990,24281,68.6,256338,1990,America
Bahrain,1990,35398,71.4,495944,1990,Middle East & North Africa
Bangladesh,1990,1274,58.5,105983136,1990,South Asia
Barbados,1990,12992,73.1,260374,1990,America
Belarus,1990,8084,70.8,10231983,1990,Europe & Central Asia
Belgium,1990,30798,76,9978241,1990,Europe & Central Asia
Belize,1990,5166,72.1,187552,1990,America
Benin,1990,1362,57.1,5001271,1990,Sub-Saharan Africa
Bermuda,1990,40553,NA,60931,1990,America
Bhutan,1990,2332,59.3,535505,1990,South Asia
Bolivia,1990,3740,62.6,6856246,1990,America
Bosnia and Herzegovina,1990,2974,73.1,4526996,1990,Europe & Central Asia
Botswana,1990,8075,67.9,1379814,1990,Sub-Saharan Africa
Brazil,1990,10331,69.1,150393143,1990,America
British Virgin Islands,1990,NA,NA,16459,1990,America
Brunei,1990,77076,73.9,256939,1990,East Asia & Pacific
Bulgaria,1990,9333,71.4,8821111,1990,Europe & Central Asia
Burkina Faso,1990,821,52.7,8811033,1990,Sub-Saharan Africa
Burundi,1990,1051,49,5613141,1990,Sub-Saharan Africa
Cambodia,1990,996,59.1,9008856,1990,East Asia & Pacific
Cameroon,1990,2768,58.7,12070359,1990,Sub-Saharan Africa
Canada,1990,31163,77.4,27662440,1990,America
Cape Verde,1990,1609,68.8,341256,1990,Sub-Saharan Africa
Cayman Islands,1990,58535,NA,25009,1990,America
Central African Republic,1990,944,46.9,2937832,1990,NA
Chad,1990,1111,53.6,5958022,1990,Sub-Saharan Africa
Channel Islands,1990,NA,77.366,140669,1990,Europe & Central Asia
Chile,1990,9193,73,13141202,1990,America
China,1990,1516,68,1154605773,1990,East Asia & Pacific
Christmas Island,1990,NA,NA,1886,1990,East Asia & Pacific
Cocos Island,1990,NA,NA,555,1990,East Asia & Pacific
Colombia,1990,7752,70.9,34271563,1990,America
Comoros,1990,1595,56.9,415144,1990,Sub-Saharan Africa
"Congo, Dem. Rep.",1990,1270,53.3,34962676,1990,Sub-Saharan Africa
"Congo, Rep.",1990,5264,55.6,2386467,1990,Sub-Saharan Africa
Cook Is,1990,NA,NA,17613,1990,NA
Costa Rica,1990,7333,76.6,3095994,1990,America
Cote d'Ivoire,1990,3234,56.1,12165909,1990,Sub-Saharan Africa
Croatia,1990,17890,72.7,4776374,1990,Europe & Central Asia
Cuba,1990,13670,74.7,10582082,1990,America
Cyprus,1990,23802,78.2,766611,1990,Europe & Central Asia
Czech Republic,1990,19839,71.6,10323701,1990,NA
Czechoslovakia,1990,NA,NA,15572634,1990,Europe & Central Asia
Denmark,1990,33256,75.1,5140332,1990,Europe & Central Asia
Djibouti,1990,3050,60.5,588356,1990,Middle East & North Africa
Dominica,1990,6661,71.2,70928,1990,America
Dominican Republic,1990,5278,71.3,7183646,1990,NA
East Germany,1990,NA,NA,16058937,1990,Europe & Central Asia
Ecuador,1990,7542,71.3,10218085,1990,America
Egypt,1990,6020,64.6,56397273,1990,Middle East & North Africa
El Salvador,1990,4454,69.8,5252082,1990,America
Equatorial Guinea,1990,1050,51.3,377363,1990,Sub-Saharan Africa
Eritrea,1990,850,52.5,3139083,1990,Sub-Saharan Africa
Eritrea and Ethiopia,1990,NA,NA,51388262,1990,Sub-Saharan Africa
Estonia,1990,13260,70.4,1565320,1990,Europe & Central Asia
Ethiopia,1990,653,47.1,48057094,1990,Sub-Saharan Africa
Faeroe Islands,1990,NA,NA,48031,1990,Europe & Central Asia
Falkland Is (Malvinas),1990,NA,NA,1993,1990,NA
Fiji,1990,5694,64.1,728626,1990,East Asia & Pacific
Finland,1990,28599,75,4986705,1990,Europe & Central Asia
France,1990,29476,77.1,56943299,1990,Europe & Central Asia
French Guiana,1990,NA,74.554,115782,1990,America
French Polynesia,1990,NA,71.955,198370,1990,East Asia & Pacific
Gabon,1990,19358,60.5,952269,1990,Sub-Saharan Africa
Gambia,1990,1517,57.5,916811,1990,Sub-Saharan Africa
Georgia,1990,8018,70.2,5460309,1990,Europe & Central Asia
Germany,1990,31476,75.4,78958237,1990,Europe & Central Asia
Ghana,1990,1920,60.3,14628260,1990,Sub-Saharan Africa
Gibraltar,1990,NA,NA,26833,1990,Europe & Central Asia
Greece,1990,21085,77,10131737,1990,Europe & Central Asia
Greenland,1990,17371,66.465,55603,1990,Europe & Central Asia
Grenada,1990,7488,70.2,96286,1990,America
Guadeloupe,1990,NA,76.798,389907,1990,America
Guam,1990,NA,74.646,130482,1990,East Asia & Pacific
Guatemala,1990,5315,64.8,9158547,1990,America
Guernsey,1990,NA,NA,61819,1990,Europe & Central Asia
Guinea,1990,1128,52.3,6034082,1990,Sub-Saharan Africa
Guinea-Bissau,1990,1564,51.3,1056208,1990,Sub-Saharan Africa
Guyana,1990,3231,64.9,720282,1990,America
Haiti,1990,2242,54.7,7099733,1990,America
Holy See,1990,NA,NA,770,1990,Europe & Central Asia
Honduras,1990,3205,68.3,4903363,1990,America
"Hong Kong, China",1990,26974,79.987,5794034,1990,East Asia & Pacific
Hungary,1990,16930,69.5,10385061,1990,Europe & Central Asia
Iceland,1990,28666,78.1,254830,1990,Europe & Central Asia
India,1990,1777,57.7,870601776,1990,South Asia
Indonesia,1990,4548,65,181436821,1990,East Asia & Pacific
Iran,1990,9511,66.2,56169196,1990,Middle East & North Africa
Iraq,1990,11212,69.2,17478455,1990,Middle East & North Africa
Ireland,1990,22468,74.8,3563106,1990,Europe & Central Asia
Isle of Man,1990,NA,NA,70312,1990,Europe & Central Asia
Israel,1990,17152,76.4,4499161,1990,Middle East & North Africa
Italy,1990,30746,77,57007577,1990,Europe & Central Asia
Jamaica,1990,7391,74.4,2385806,1990,America
Japan,1990,29550,79.1,122249285,1990,East Asia & Pacific
Jersey,1990,NA,NA,83567,1990,Europe & Central Asia
Jordan,1990,7057,72,3358453,1990,Middle East & North Africa
Kazakhstan,1990,12729,66.7,16530027,1990,Europe & Central Asia
Kenya,1990,2376,63,23446229,1990,Sub-Saharan Africa
Kiribati,1990,1453,57.6,72411,1990,East Asia & Pacific
North Korea,1990,2076,67.9,20194354,1990,NA
South Korea,1990,12087,72,42972254,1990,NA
"United Korea (former)
",1990,NA,NA,NA,NA,NA
Kosovo,1990,15393,NA,1809215,1990,Europe & Central Asia
Kuwait,1990,37521,77.7,2058832,1990,Middle East & North Africa
Kyrgyz Republic,1990,3475,65.3,4394502,1990,NA
Lao,1990,1622,55.8,4247839,1990,NA
Latvia,1990,13383,70.1,2663985,1990,Europe & Central Asia
Lebanon,1990,7734,67.9,2703019,1990,Middle East & North Africa
Lesotho,1990,1301,61.2,1597534,1990,Sub-Saharan Africa
Liberia,1990,503,51.4,2102877,1990,Sub-Saharan Africa
Libya,1990,26928,73,4398419,1990,Middle East & North Africa
Liechtenstein,1990,NA,NA,28745,1990,Europe & Central Asia
Lithuania,1990,17041,71.5,3697393,1990,Europe & Central Asia
Luxembourg,1990,56922,75.1,381787,1990,Europe & Central Asia
"Macao, China",1990,36984,77.42,359735,1990,East Asia & Pacific
"Macedonia, FYR",1990,9563,72.8,1996227,1990,Europe & Central Asia
Madagascar,1990,1661,56.4,11545782,1990,Sub-Saharan Africa
Malawi,1990,540,49.5,9408998,1990,Sub-Saharan Africa
Malaysia,1990,10159,72.1,18211097,1990,East Asia & Pacific
Maldives,1990,4363,65.8,223179,1990,South Asia
Mali,1990,1100,48.8,8482075,1990,Sub-Saharan Africa
Malta,1990,16596,77.6,355707,1990,Europe & Central Asia
Marshall Islands,1990,2950,64.3,47300,1990,East Asia & Pacific
Martinique,1990,NA,77.875,358458,1990,America
Mauritania,1990,2800,60.4,2023665,1990,Sub-Saharan Africa
Mauritius,1990,7568,69.5,1055865,1990,Sub-Saharan Africa
Mayotte,1990,NA,75.362,94780,1990,Sub-Saharan Africa
Mexico,1990,12479,72.1,85609404,1990,America
"Micronesia, Fed. Sts.",1990,2763,62.2,96331,1990,East Asia & Pacific
Moldova,1990,6440,68,4364114,1990,Europe & Central Asia
Monaco,1990,43173,NA,29438,1990,Europe & Central Asia
Mongolia,1990,5122,61.8,2184145,1990,East Asia & Pacific
Montenegro,1990,16136,73.8,614999,1990,Europe & Central Asia
Montserrat,1990,NA,NA,10734,1990,America
Morocco,1990,3901,68.3,24950128,1990,Middle East & North Africa
Mozambique,1990,462,51.7,13371971,1990,Sub-Saharan Africa
Myanmar,1990,1775,58.1,42007309,1990,East Asia & Pacific
Namibia,1990,5717,62.3,1415447,1990,Sub-Saharan Africa
Nauru,1990,30647,NA,9157,1990,East Asia & Pacific
Nepal,1990,1240,58.5,18741688,1990,South Asia
Netherlands,1990,32534,77,14915139,1990,Europe & Central Asia
Netherlands Antilles,1990,NA,74.572,190405,1990,America
New Caledonia,1990,NA,73.208,168537,1990,East Asia & Pacific
New Zealand,1990,24021,75.4,3397534,1990,East Asia & Pacific
Ngorno-Karabakh,1990,NA,NA,NA,1990,Europe & Central Asia
Nicaragua,1990,3025,70.9,4144564,1990,America
Niger,1990,924,47,7911884,1990,Sub-Saharan Africa
Nigeria,1990,3030,55.4,95617345,1990,Sub-Saharan Africa
Niue,1990,NA,NA,2332,1990,East Asia & Pacific
Norfolk Island,1990,NA,NA,1925,1990,East Asia & Pacific
Northern Cyprus,1990,NA,NA,NA,1990,Europe & Central Asia
Northern Mariana Islands,1990,NA,NA,43972,1990,East Asia & Pacific
Norway,1990,43296,76.8,4240375,1990,Europe & Central Asia
Oman,1990,35076,70.7,1812159,1990,Middle East & North Africa
Pakistan,1990,2961,62.3,107607639,1990,South Asia
Palau,1990,16913,NA,15089,1990,East Asia & Pacific
Panama,1990,7463,75.2,2471010,1990,America
Papua New Guinea,1990,1607,55.7,4157903,1990,East Asia & Pacific
Paraguay,1990,5985,74.2,4213740,1990,America
Peru,1990,5280,69.4,21826658,1990,America
Philippines,1990,4010,68.3,61947340,1990,East Asia & Pacific
Pitcairn,1990,NA,NA,65,1990,East Asia & Pacific
Poland,1990,10088,70.8,38195258,1990,Europe & Central Asia
Portugal,1990,20282,74.3,9890319,1990,Europe & Central Asia
Puerto Rico,1990,25275,75.444,3517984,1990,America
Qatar,1990,73402,77,476478,1990,Middle East & North Africa
Reunion,1990,NA,75.764,610582,1990,Sub-Saharan Africa
Romania,1990,11449,69.8,23489361,1990,Europe & Central Asia
Russia,1990,19349,69.6,147568552,1990,Europe & Central Asia
Rwanda,1990,856,49.4,7259740,1990,Sub-Saharan Africa
St. Barthélemy,1990,NA,NA,4995,1990,NA
St. Helena,1990,NA,NA,5531,1990,NA
St. Kitts and Nevis,1990,14258,NA,40833,1990,NA
St. Lucia,1990,7979,70.2,138180,1990,NA
St. Martin,1990,NA,NA,24970,1990,NA
St. Vincent and the Grenadines,1990,5726,69.7,107509,1990,NA
St.-Pierre-et-Miquelon,1990,NA,NA,6279,1990,NA
Samoa,1990,3649,68.4,162865,1990,East Asia & Pacific
San Marino,1990,34215,NA,24045,1990,Europe & Central Asia
Sao Tome and Principe,1990,2254,64.4,113575,1990,Sub-Saharan Africa
Saudi Arabia,1990,35681,72.9,16361453,1990,Middle East & North Africa
Senegal,1990,1856,58.1,7514201,1990,Sub-Saharan Africa
Serbia,1990,14457,73.7,9517670,1990,Europe & Central Asia
Serbia and Montenegro,1990,NA,NA,10013826,1990,Europe & Central Asia
Serbia excluding Kosovo,1990,NA,NA,7786692,1990,Europe & Central Asia
Seychelles,1990,14116,69.4,70627,1990,Sub-Saharan Africa
Sierra Leone,1990,1334,51.1,3931208,1990,Sub-Saharan Africa
Singapore,1990,34316,75,3016400,1990,East Asia & Pacific
Slovak Republic,1990,14366,70.9,5277709,1990,Europe & Central Asia
Slovenia,1990,19147,73.6,2006520,1990,Europe & Central Asia
Solomon Islands,1990,1793,60.4,311849,1990,East Asia & Pacific
Somalia,1990,930,52.4,6321615,1990,Sub-Saharan Africa
Somaliland,1990,NA,NA,NA,1990,Sub-Saharan Africa
South Africa,1990,10364,64.5,36793490,1990,Sub-Saharan Africa
South Ossetia,1990,NA,NA,NA,1990,Europe & Central Asia
Spain,1990,24126,77,39192055,1990,Europe & Central Asia
Sri Lanka,1990,3340,71,17330817,1990,South Asia
Sudan,1990,1753,61.3,20008804,1990,Sub-Saharan Africa
Suriname,1990,10625,68.7,408276,1990,America
Svalbard,1990,NA,NA,3471,1990,Europe & Central Asia
Swaziland,1990,4844,62.2,862728,1990,Sub-Saharan Africa
Sweden,1990,30901,77.6,8559107,1990,Europe & Central Asia
Switzerland,1990,46600,77.6,6673920,1990,Europe & Central Asia
Syria,1990,3809,69.7,12451539,1990,Middle East & North Africa
Taiwan,1990,20432,73.8,20326000,1990,East Asia & Pacific
Tajikistan,1990,3635,65,5297286,1990,Europe & Central Asia
Tanzania,1990,1471,57.2,25458208,1990,Sub-Saharan Africa
Thailand,1990,6369,71.7,56582824,1990,East Asia & Pacific
Timor-Leste,1990,1046,59,740231,1990,East Asia & Pacific
Togo,1990,1350,58.6,3786942,1990,Sub-Saharan Africa
Tokelau,1990,NA,NA,1609,1990,East Asia & Pacific
Tonga,1990,3572,68.7,95152,1990,East Asia & Pacific
Transnistria,1990,NA,NA,NA,1990,Europe & Central Asia
Trinidad and Tobago,1990,13464,69.6,1221904,1990,America
Tunisia,1990,5502,71.9,8232797,1990,Middle East & North Africa
Turkey,1990,10670,67.3,53994605,1990,Europe & Central Asia
Turkmenistan,1990,8353,63.3,3668000,1990,Europe & Central Asia
Turks and Caicos Islands,1990,10751,NA,11550,1990,America
Tuvalu,1990,2369,NA,9004,1990,East Asia & Pacific
Uganda,1990,767,51.7,17384369,1990,Sub-Saharan Africa
Ukraine,1990,10490,69.9,51370009,1990,Europe & Central Asia
United Arab Emirates,1990,114832,72.3,1811458,1990,Middle East & North Africa
United Kingdom,1990,26424,75.7,57110117,1990,Europe & Central Asia
United States,1990,37062,75.4,252847810,1990,America
Uruguay,1990,9841,72.9,3109987,1990,America
USSR,1990,NA,NA,288412195,1990,Europe & Central Asia
Uzbekistan,1990,3032,67.7,20515248,1990,Europe & Central Asia
Wallis et Futuna,1990,NA,NA,13880,1990,East Asia & Pacific
Vanuatu,1990,2550,62.6,146633,1990,East Asia & Pacific
Venezuela,1990,14539,72.7,19861959,1990,America
West Bank and Gaza,1990,2264,70.3,2101156,1990,Middle East & North Africa
West Germany,1990,NA,NA,63440366,1990,Europe & Central Asia
Western Sahara,1990,NA,62.106,216828,1990,Middle East & North Africa
Vietnam,1990,1501,69.1,68209604,1990,East Asia & Pacific
Virgin Islands (U.S.),1990,NA,77.33,103253,1990,America
North Yemen (former),1990,NA,NA,9608030,1990,NA
South Yemen (former),1990,NA,NA,2674389,1990,NA
Yemen,1990,3441,60.1,11961099,1990,NA
Yugoslavia,1990,NA,NA,22807408,1990,Europe & Central Asia
Zambia,1990,2407,51,8143142,1990,Sub-Saharan Africa
Zimbabwe,1990,2532,63.3,10484771,1990,Sub-Saharan Africa
Åland,1990,NA,78.25,24579,1990,Europe & Central Asia
South Sudan,1990,2013,52.3,5762190,1990,Sub-Saharan Africa
Abkhazia,1991,NA,NA,NA,1990,Europe & Central Asia
Afghanistan,1991,1022,50.2,12789374,1990,South Asia
Akrotiri and Dhekelia,1991,NA,NA,14227,1990,Europe & Central Asia
Albania,1991,3081,73.4,3275438,1990,Europe & Central Asia
Algeria,1991,9748,70.8,26554277,1990,Middle East & North Africa
American Samoa,1991,NA,NA,48379,1990,East Asia & Pacific
Andorra,1991,28029,80.8,56674,1990,Europe & Central Asia
Angola,1991,4056,50.7,11472173,1990,Sub-Saharan Africa
Anguilla,1991,NA,NA,8668,1990,America
Antigua and Barbuda,1991,17361,72.3,62412,1990,America
Argentina,1991,9333,72.7,33193920,1990,America
Armenia,1991,3329,69.8,3511912,1990,Europe & Central Asia
Aruba,1991,38310,73.783,64623,1990,America
Australia,1991,28122,77.4,17325818,1990,East Asia & Pacific
Austria,1991,31802,75.8,7755143,1990,Europe & Central Asia
Azerbaijan,1991,8323,65.9,7332519,1990,Europe & Central Asia
Bahamas,1991,22841,68.8,261117,1990,America
Bahrain,1991,38315,71.6,509654,1990,Middle East & North Africa
Bangladesh,1991,1287,57.2,108509679,1990,South Asia
Barbados,1991,12573,73.2,261281,1990,America
Belarus,1991,7983,70.3,10241137,1990,Europe & Central Asia
Belgium,1991,31247,76.2,10011217,1990,Europe & Central Asia
Belize,1991,5594,71.8,191127,1990,America
Benin,1991,1370,57.5,5182525,1990,Sub-Saharan Africa
Bermuda,1991,39322,NA,61311,1990,America
Bhutan,1991,2326,59.9,534678,1990,South Asia
Bolivia,1991,3845,63.1,6992521,1990,America
Bosnia and Herzegovina,1991,2613,72.7,4437898,1990,Europe & Central Asia
Botswana,1991,8430,67.6,1420098,1990,Sub-Saharan Africa
Brazil,1991,10315,69.5,152916852,1990,America
British Virgin Islands,1991,NA,NA,16937,1990,America
Brunei,1991,77275,73.9,264365,1990,East Asia & Pacific
Bulgaria,1991,8630,71.3,8745408,1990,Europe & Central Asia
Burkina Faso,1991,872,52.6,9050090,1990,Sub-Saharan Africa
Burundi,1991,1075,48.7,5759429,1990,Sub-Saharan Africa
Cambodia,1991,1055,59.3,9323607,1990,East Asia & Pacific
Cameroon,1991,2586,58.5,12430311,1990,Sub-Saharan Africa
Canada,1991,30090,77.6,28014102,1990,America
Cape Verde,1991,1597,68.9,349326,1990,Sub-Saharan Africa
Cayman Islands,1991,56634,NA,26211,1990,America
Central African Republic,1991,918,46.9,3010950,1990,NA
Chad,1991,1169,54.3,6151213,1990,Sub-Saharan Africa
Channel Islands,1991,NA,77.612,141568,1990,Europe & Central Asia
Chile,1991,9747,74,13354054,1990,America
China,1991,1634,68.3,1172327831,1990,East Asia & Pacific
Christmas Island,1991,NA,NA,1940,1990,East Asia & Pacific
Cocos Island,1991,NA,NA,563,1990,East Asia & Pacific
Colombia,1991,7776,70.9,34916770,1990,America
Comoros,1991,1473,57.2,427556,1990,Sub-Saharan Africa
"Congo, Dem. Rep.",1991,1120,53.2,36309209,1990,Sub-Saharan Africa
"Congo, Rep.",1991,5249,55.1,2450125,1990,Sub-Saharan Africa
Cook Is,1991,NA,NA,17730,1990,NA
Costa Rica,1991,7337,76.6,3175654,1990,America
Cote d'Ivoire,1991,3128,55.7,12600967,1990,Sub-Saharan Africa
Croatia,1991,14020,72.7,4760003,1990,Europe & Central Asia
Cuba,1991,12113,74.7,10664577,1990,America
Cyprus,1991,23366,78.3,783138,1990,Europe & Central Asia
Czech Republic,1991,17577,71.8,10328440,1990,NA
Czechoslovakia,1991,NA,NA,15592496,1990,Europe & Central Asia
Denmark,1991,33601,75.3,5154309,1990,Europe & Central Asia
Djibouti,1991,2811,60.2,610679,1990,Middle East & North Africa
Dominica,1991,6709,71.1,70849,1990,America
Dominican Republic,1991,5222,71.5,7325622,1990,NA
East Germany,1991,NA,NA,15986175,1990,Europe & Central Asia
Ecuador,1991,7685,71.6,10460988,1990,America
Egypt,1991,5974,65.2,57689828,1990,Middle East & North Africa
El Salvador,1991,4545,70.1,5321576,1990,America
Equatorial Guinea,1991,1005,51.1,390381,1990,Sub-Saharan Africa
Eritrea,1991,939,53.1,3160644,1990,Sub-Saharan Africa
Eritrea and Ethiopia,1991,NA,NA,53511823,1990,Sub-Saharan Africa
Estonia,1991,12008,69.8,1548287,1990,Europe & Central Asia
Ethiopia,1991,585,48.4,49784987,1990,Sub-Saharan Africa
Faeroe Islands,1991,NA,NA,47494,1990,Europe & Central Asia
Falkland Is (Malvinas),1991,NA,NA,2062,1990,NA
Fiji,1991,5488,64.1,735469,1990,East Asia & Pacific
Finland,1991,26761,75.4,5009381,1990,Europe & Central Asia
France,1991,29707,77.3,57226524,1990,Europe & Central Asia
French Guiana,1991,NA,74.745,120685,1990,America
French Polynesia,1991,NA,72.313,202020,1990,East Asia & Pacific
Gabon,1991,19995,60.3,978252,1990,Sub-Saharan Africa
Gambia,1991,1510,57.7,949490,1990,Sub-Saharan Africa
Georgia,1991,6282,70.2,5418449,1990,Europe & Central Asia
Germany,1991,32844,75.6,79483739,1990,Europe & Central Asia
Ghana,1991,1965,60.6,15042736,1990,Sub-Saharan Africa
Gibraltar,1991,NA,NA,26924,1990,Europe & Central Asia
Greece,1991,21528,77,10217782,1990,Europe & Central Asia
Greenland,1991,17295,67.03,55786,1990,Europe & Central Asia
Grenada,1991,7646,70.6,96455,1990,America
Guadeloupe,1991,NA,77.116,394359,1990,America
Guam,1991,NA,75.011,133553,1990,East Asia & Pacific
Guatemala,1991,5383,64.4,9385000,1990,America
Guernsey,1991,NA,NA,61862,1990,Europe & Central Asia
Guinea,1991,1097,52.7,6367110,1990,Sub-Saharan Africa
Guinea-Bissau,1991,1607,51.4,1080191,1990,Sub-Saharan Africa
Guyana,1991,3432,65,717502,1990,America
Haiti,1991,2208,54.7,7243391,1990,America
Holy See,1991,NA,NA,773,1990,Europe & Central Asia
Honduras,1991,3219,68.3,5041050,1990,America
"Hong Kong, China",1991,28277,80.361,5857335,1990,East Asia & Pacific
Hungary,1991,14926,69.3,10370223,1990,Europe & Central Asia
Iceland,1991,28272,78.3,257387,1990,Europe & Central Asia
India,1991,1760,58,888513869,1990,South Asia
Indonesia,1991,4868,65.4,184614740,1990,East Asia & Pacific
Iran,1991,10502,68,57288039,1990,Middle East & North Africa
Iraq,1991,3921,67.7,17952909,1990,Middle East & North Africa
Ireland,1991,22770,75.1,3570140,1990,Europe & Central Asia
Isle of Man,1991,NA,NA,70963,1990,Europe & Central Asia
Israel,1991,17394,76.5,4641600,1990,Middle East & North Africa
Italy,1991,31198,77,57029614,1990,Europe & Central Asia
Jamaica,1991,7697,74.6,2403082,1990,America
Japan,1991,30437,79.2,122702527,1990,East Asia & Pacific
Jersey,1991,NA,NA,84203,1990,Europe & Central Asia
Jordan,1991,6426,72.2,3538663,1990,Middle East & North Africa
Kazakhstan,1991,11258,66.2,16514269,1990,Europe & Central Asia
Kenya,1991,2332,62.7,24234087,1990,Sub-Saharan Africa
Kiribati,1991,1365,57.8,73698,1990,East Asia & Pacific
North Korea,1991,1973,68.2,20510208,1990,NA
South Korea,1991,13130,72.5,43358716,1990,NA
"United Korea (former)
",1991,NA,NA,NA,NA,NA
Kosovo,1991,10929,NA,1996917,1990,Europe & Central Asia
Kuwait,1991,18820,78.4,2007110,1990,Middle East & North Africa
Kyrgyz Republic,1991,3150,65.1,4441780,1990,NA
Lao,1991,1644,56.3,4371549,1990,NA
Latvia,1991,11735,69.2,2645056,1990,Europe & Central Asia
Lebanon,1991,10497,73.1,2752473,1990,Middle East & North Africa
Lesotho,1991,1326,61.2,1627900,1990,Sub-Saharan Africa
Liberia,1991,439,53.4,2066060,1990,Sub-Saharan Africa
Libya,1991,30431,73.3,4499210,1990,Middle East & North Africa
Liechtenstein,1991,NA,NA,29111,1990,Europe & Central Asia
Lithuania,1991,16038,70.7,3699352,1990,Europe & Central Asia
Luxembourg,1991,61019,75.3,386355,1990,Europe & Central Asia
"Macao, China",1991,37340,77.627,369484,1990,East Asia & Pacific
"Macedonia, FYR",1991,8995,72.9,1988458,1990,Europe & Central Asia
Madagascar,1991,1510,56.7,11898267,1990,Sub-Saharan Africa
Malawi,1991,575,49.1,9604199,1990,Sub-Saharan Africa
Malaysia,1991,10832,72.4,18709835,1990,East Asia & Pacific
Maldives,1991,4555,66.6,229686,1990,South Asia
Mali,1991,1095,49.1,8672581,1990,Sub-Saharan Africa
Malta,1991,17459,77.9,359113,1990,Europe & Central Asia
Marshall Islands,1991,2881,64.3,48481,1990,East Asia & Pacific
Martinique,1991,NA,78.191,360903,1990,America
Mauritania,1991,2772,60.5,2080782,1990,Sub-Saharan Africa
Mauritius,1991,7819,69.7,1068435,1990,Sub-Saharan Africa
Mayotte,1991,NA,75.687,100167,1990,Sub-Saharan Africa
Mexico,1991,12738,72.5,87347208,1990,America
"Micronesia, Fed. Sts.",1991,2894,62.4,98800,1990,East Asia & Pacific
Moldova,1991,5395,67.9,4373582,1990,Europe & Central Asia
Monaco,1991,43365,NA,29626,1990,Europe & Central Asia
Mongolia,1991,4606,61.7,2217920,1990,East Asia & Pacific
Montenegro,1991,14269,73.9,615743,1990,Europe & Central Asia
Montserrat,1991,NA,NA,10763,1990,America
Morocco,1991,4119,68.7,25410178,1990,Middle East & North Africa
Mozambique,1991,473,51.8,13719853,1990,Sub-Saharan Africa
Myanmar,1991,1741,58.4,42588029,1990,East Asia & Pacific
Namibia,1991,5970,62.4,1466152,1990,Sub-Saharan Africa
Nauru,1991,24303,NA,9354,1990,East Asia & Pacific
Nepal,1991,1287,59.1,19237322,1990,South Asia
Netherlands,1991,33066,77.2,15019184,1990,Europe & Central Asia
Netherlands Antilles,1991,NA,74.648,191276,1990,America
New Caledonia,1991,NA,73.457,172274,1990,East Asia & Pacific
New Zealand,1991,22636,75.8,3445596,1990,East Asia & Pacific
Ngorno-Karabakh,1991,NA,NA,NA,1990,Europe & Central Asia
Nicaragua,1991,2948,71.4,4236805,1990,America
