country,year,GDP,life_expectancy,pop,decade,region
Gibraltar,1947,NA,NA,19369,1940,Europe & Central Asia
Greece,1947,3524,54.76954,7149235,1940,Europe & Central Asia
Greenland,1947,3047,41.939147374054,21409,1940,Europe & Central Asia
Grenada,1947,1657,54.61453,70899,1940,America
Guadeloupe,1947,NA,49.1722413793104,194631,1940,America
Guam,1947,NA,52,23307,1940,East Asia & Pacific
Guatemala,1947,2971,37.827304,2374197,1940,America
Guernsey,1947,NA,NA,NA,1940,Europe & Central Asia
Guinea,1947,609,36.87616,2826987,1940,Sub-Saharan Africa
Guinea-Bissau,1947,836,37.9470066666667,499097,1940,Sub-Saharan Africa
Guyana,1947,4091,56.3851300000001,375159,1940,America
Haiti,1947,2274,33.432965,2781219,1940,America
Holy See,1947,NA,NA,911,1940,Europe & Central Asia
Honduras,1947,2453,42.76955,1162179,1940,America
"Hong Kong, China",1947,3246,59.3989,1741134,1940,East Asia & Pacific
Hungary,1947,4141,59.0324,9268490,1940,Europe & Central Asia
Iceland,1947,9451,69.3846,133257,1940,Europe & Central Asia
India,1947,924,32.1970628830596,324372335,1940,South Asia
Indonesia,1947,1075,33.32848,61821588,1940,East Asia & Pacific
Iran,1947,3672,37.24036,15077617,1940,Middle East & North Africa
Iraq,1947,2866,36.41204,4608028,1940,Middle East & North Africa
Ireland,1947,5559,62.6199,2936278,1940,Europe & Central Asia
Isle of Man,1947,NA,NA,51852,1940,Europe & Central Asia
Israel,1947,3448,57.6917,877043,1940,Middle East & North Africa
Italy,1947,5610,61.1476,44284798,1940,Europe & Central Asia
Jamaica,1947,3052,50.31414,1209585,1940,America
Japan,1947,2055,51.8202,72709185,1940,East Asia & Pacific
Jersey,1947,NA,NA,NA,1940,Europe & Central Asia
Jordan,1947,2920,43.84006,403500,1940,Middle East & North Africa
Kazakhstan,1947,4467,40.97732,6096956,1940,Europe & Central Asia
Kenya,1947,1745,37.32026,4172070,1940,Sub-Saharan Africa
Kiribati,1947,1619,39.13412,31916,1940,East Asia & Pacific
North Korea,1947,703,43.62176,8870433,1940,NA
South Korea,1947,654,47.33966,15684579,1940,NA
"United Korea (former)
",1947,NA,NA,NA,NA,NA
Kosovo,1947,NA,NA,NA,1940,Europe & Central Asia
Kuwait,1947,2091,46.0243109090909,134088,1940,Middle East & North Africa
Kyrgyz Republic,1947,2166,37.55354,1585823,1940,NA
Lao,1947,1131,36.94176,1586939,1940,NA
Latvia,1947,2932,48.0043311850122,1781651,1940,Europe & Central Asia
Lebanon,1947,7140,51.98802,1077273,1940,Middle East & North Africa
Lesotho,1947,424,39.95886,679318,1940,Sub-Saharan Africa
Liberia,1947,1190,36.72884,854704,1940,Sub-Saharan Africa
Libya,1947,5015,39.97367,1058818,1940,Middle East & North Africa
Liechtenstein,1947,NA,NA,12843,1940,Europe & Central Asia
Lithuania,1947,5063,45.7268,2348809,1940,Europe & Central Asia
Luxembourg,1947,16692,63.3376,277578,1940,Europe & Central Asia
"Macao, China",1947,3454,57.4583,331130,1940,East Asia & Pacific
"Macedonia, FYR",1947,2153,50.01346,1140699,1940,Europe & Central Asia
Madagascar,1947,1799,35.64126,3796599,1940,Sub-Saharan Africa
Malawi,1947,355,33,1957205,1940,Sub-Saharan Africa
Malaysia,1947,1997,48.67716,5404596,1940,East Asia & Pacific
Maldives,1947,879,37.96438,75107,1940,South Asia
Mali,1947,647,29.87048,4290767,1940,Sub-Saharan Africa
Malta,1947,2512,64.1438230769231,292719,1940,Europe & Central Asia
Marshall Islands,1947,1273,NA,12179,1940,East Asia & Pacific
Martinique,1947,NA,51.6702413793104,205775,1940,America
Mauritania,1947,1148,37.2398,629653,1940,Sub-Saharan Africa
Mauritius,1947,2362,38.06518,410851,1940,Sub-Saharan Africa
Mayotte,1947,NA,37.3836,14279,1940,Sub-Saharan Africa
Mexico,1947,3923,47.18074,20699956,1940,America
"Micronesia, Fed. Sts.",1947,1097,49.44164,30013,1940,East Asia & Pacific
Moldova,1947,2035,19.6257,2130570,1940,Europe & Central Asia
Monaco,1947,10549,NA,18687,1940,Europe & Central Asia
Mongolia,1947,842,35.51558,760947,1940,East Asia & Pacific
Montenegro,1947,3430,56.44874,361506,1940,Europe & Central Asia
Montserrat,1947,NA,NA,13258,1940,America
Morocco,1947,1941,44.06086,7700259,1940,Middle East & North Africa
Mozambique,1947,442,35.54266,5779561,1940,Sub-Saharan Africa
Myanmar,1947,813,29.3331466666667,16865022,1940,East Asia & Pacific
Namibia,1947,3665,41.31638,330015,1940,Sub-Saharan Africa
Nauru,1947,3879,NA,2817,1940,East Asia & Pacific
Nepal,1947,817,36.74208,7641505,1940,South Asia
Netherlands,1947,8093,69.584,8860722,1940,Europe & Central Asia
Netherlands Antilles,1947,NA,55.9252413793104,NA,1940,America
New Caledonia,1947,NA,46.31656,61297,1940,East Asia & Pacific
New Zealand,1947,13336,68.5055179487179,1629869,1940,East Asia & Pacific
Ngorno-Karabakh,1947,NA,NA,NA,1940,Europe & Central Asia
Nicaragua,1947,3184,40.976404,986178,1940,America
Niger,1947,941,36.212,2408985,1940,Sub-Saharan Africa
Nigeria,1947,2581,38.3748,26625012,1940,Sub-Saharan Africa
Niue,1947,NA,NA,4646,1940,East Asia & Pacific
Norfolk Island,1947,NA,NA,NA,1940,East Asia & Pacific
Northern Cyprus,1947,NA,NA,NA,1940,Europe & Central Asia
Northern Mariana Islands,1947,NA,NA,6599,1940,East Asia & Pacific
Norway,1947,10196,69.9128,2971546,1940,Europe & Central Asia
Oman,1947,2856,34.7794,450735,1940,Middle East & North Africa
Pakistan,1947,1219,10.8363089788281,27847671,1940,South Asia
Palau,1947,7688,NA,7071,1940,East Asia & Pacific
Panama,1947,3640,53.50188,690917,1940,America
Papua New Guinea,1947,941,37.87156,1600972,1940,East Asia & Pacific
Paraguay,1947,2940,59.8916866666667,1128833,1940,America
Peru,1947,3964,40.2114,6506528,1940,America
Philippines,1947,1519,46.30722,14552395,1940,East Asia & Pacific
Pitcairn,1947,NA,NA,NA,1940,East Asia & Pacific
Poland,1947,3715,54.0702,30041062,1940,Europe & Central Asia
Portugal,1947,3831,56.1542,7693201,1940,Europe & Central Asia
Puerto Rico,1947,4804,56.4463,1894568,1940,America
Qatar,1947,1096,47.55098,22179,1940,Middle East & North Africa
Reunion,1947,NA,37.9244,227203,1940,Sub-Saharan Africa
Romania,1947,2589,57.8559266666666,15715805,1940,Europe & Central Asia
Russia,1947,5611,40.2056,93588981,1940,Europe & Central Asia
Rwanda,1947,522,39.02172,2041133,1940,Sub-Saharan Africa
St. Barthélemy,1947,NA,NA,NA,1940,NA
St. Helena,1947,NA,NA,4651,1940,NA
St. Kitts and Nevis,1947,3273,NA,42774,1940,NA
St. Lucia,1947,1388,50.3260613793104,65788,1940,NA
St. Martin,1947,NA,NA,NA,1940,NA
St. Vincent and the Grenadines,1947,2106,46.5847013793104,56034,1940,NA
St.-Pierre-et-Miquelon,1947,NA,NA,4254,1940,NA
Samoa,1947,2874,46.63992,61296,1940,East Asia & Pacific
San Marino,1947,7038,NA,11960,1940,Europe & Central Asia
Sao Tome and Principe,1947,1185,43.84694,56089,1940,Sub-Saharan Africa
Saudi Arabia,1947,1371,41.53952,2974999,1940,Middle East & North Africa
Senegal,1947,1639,35.17262,2305918,1940,Sub-Saharan Africa
Serbia,1947,3849,55.17948,6151086,1940,Europe & Central Asia
Serbia and Montenegro,1947,NA,NA,NA,1940,Europe & Central Asia
Serbia excluding Kosovo,1947,NA,NA,NA,1940,Europe & Central Asia
Seychelles,1947,4330,57.167305,31073,1940,Sub-Saharan Africa
Sierra Leone,1947,1075,33.23146,1814210,1940,Sub-Saharan Africa
Singapore,1947,5108,53.11448,748657,1940,East Asia & Pacific
Slovak Republic,1947,5236,58.0864,3299197,1940,Europe & Central Asia
Slovenia,1947,4361,59.58466,1349369,1940,Europe & Central Asia
Solomon Islands,1947,895,41.32138,83859,1940,East Asia & Pacific
Somalia,1947,976,36.38788,2115192,1940,Sub-Saharan Africa
Somaliland,1947,NA,NA,NA,1940,Sub-Saharan Africa
South Africa,1947,6690,44.56445,11021715,1940,Sub-Saharan Africa
South Ossetia,1947,NA,NA,NA,1940,Europe & Central Asia
Spain,1947,3963,59.0924,25828302,1940,Europe & Central Asia
Sri Lanka,1947,1525,54.10244,6175921,1940,South Asia
Sudan,1947,1686,42.11506,5454648,1940,Sub-Saharan Africa
Suriname,1947,5274,52.87872,197548,1940,America
Svalbard,1947,NA,NA,NA,1940,Europe & Central Asia
Swaziland,1947,1312,38.9569,172622,1940,Sub-Saharan Africa
Sweden,1947,10787,69.362,6353381,1940,Europe & Central Asia
Switzerland,1947,20323,66.1844,4219596,1940,Europe & Central Asia
Syria,1947,1724,45.97864,2942179,1940,Middle East & North Africa
Taiwan,1947,1024,46.189,NA,1940,East Asia & Pacific
Tajikistan,1947,1855,37.45442,1388192,1940,Europe & Central Asia
Tanzania,1947,920,39.25324,6409572,1940,Sub-Saharan Africa
Thailand,1947,1178,44.16574,15865398,1940,East Asia & Pacific
Timor-Leste,1947,685,30.31028,449273,1940,East Asia & Pacific
Togo,1947,1039,35.28408,1272646,1940,Sub-Saharan Africa
Tokelau,1947,NA,NA,1189,1940,East Asia & Pacific
Tonga,1947,1337,55.23672,34868,1940,East Asia & Pacific
Transnistria,1947,NA,NA,NA,1940,Europe & Central Asia
Trinidad and Tobago,1947,4563,55.43176,487372,1940,America
Tunisia,1947,1688,40.16818,3034920,1940,Middle East & North Africa
Turkey,1947,2812,40.21086,17777172,1940,Europe & Central Asia
Turkmenistan,1947,3743,34.03328,1102907,1940,Europe & Central Asia
Turks and Caicos Islands,1947,1814,NA,5985,1940,America
Tuvalu,1947,1378,NA,4877,1940,East Asia & Pacific
Uganda,1947,815,34.9669,4226918,1940,Sub-Saharan Africa
Ukraine,1947,2971,44.5642,33942864,1940,Europe & Central Asia
United Arab Emirates,1947,1199,36.92164,64713,1940,Middle East & North Africa
United Kingdom,1947,10411,66.332,48235963,1940,Europe & Central Asia
United States,1947,14267,66.6112,134354133,1940,America
Uruguay,1947,7744,61.7383400000001,1973524,1940,America
USSR,1947,NA,NA,NA,1940,Europe & Central Asia
Uzbekistan,1947,1297,41.09744,6307794,1940,Europe & Central Asia
Wallis et Futuna,1947,NA,NA,6653,1940,East Asia & Pacific
Vanuatu,1947,1246,41.7839275,45428,1940,East Asia & Pacific
Venezuela,1947,10306,50.6542066666666,4082981,1940,America
West Bank and Gaza,1947,2097,46.37536,709412,1940,Middle East & North Africa
West Germany,1947,NA,NA,NA,1940,Europe & Central Asia
Western Sahara,1947,NA,34.753,11578,1940,Middle East & North Africa
Vietnam,1947,974,40.59924,22322198,1940,East Asia & Pacific
Virgin Islands (U.S.),1947,NA,54.9202413793104,24855,1940,America
North Yemen (former),1947,NA,NA,NA,1940,NA
South Yemen (former),1947,NA,NA,NA,1940,NA
Yemen,1947,1345,24.20996,4077913,1940,NA
Yugoslavia,1947,NA,NA,NA,1940,Europe & Central Asia
Zambia,1947,2400,40.94464,1734228,1940,Sub-Saharan Africa
Zimbabwe,1947,1405,45.10398,2537898,1940,Sub-Saharan Africa
Åland,1947,NA,NA,NA,1940,Europe & Central Asia
South Sudan,1947,1769,33.41878,2457116,1940,Sub-Saharan Africa
Abkhazia,1948,NA,NA,NA,1940,Europe & Central Asia
Afghanistan,1948,1022,29.5712133333334,7034081,1940,South Asia
Akrotiri and Dhekelia,1948,NA,NA,NA,1940,Europe & Central Asia
Albania,1948,1867,52.2625009523809,1123210,1940,Europe & Central Asia
Algeria,1948,3886,41.29104,7797418,1940,Middle East & North Africa
American Samoa,1948,NA,NA,13135,1940,East Asia & Pacific
Andorra,1948,6750,NA,5667,1940,Europe & Central Asia
Angola,1948,2940,34.73728,3920011,1940,Sub-Saharan Africa
Anguilla,1948,NA,NA,4725,1940,America
Antigua and Barbuda,1948,3373,56.385947586207,38495,1940,America
Argentina,1948,8041,61.45536,14200813,1940,America
Armenia,1948,1583,53.70492,1230298,1940,Europe & Central Asia
Aruba,1948,3709,56.763827586207,36127,1940,America
Australia,1948,11349,68.6164,7052012,1940,East Asia & Pacific
Austria,1948,5177,63.3464,6700724,1940,Europe & Central Asia
Azerbaijan,1948,3071,49.6634,2629623,1940,Europe & Central Asia
Bahamas,1948,9603,55.931747586207,66812,1940,America
Bahrain,1948,12956,40.5834666666666,105272,1940,Middle East & North Africa
Bangladesh,1948,1066,36.95592903,37445667,1940,South Asia
Barbados,1948,2907,56.504987586207,184312,1940,America
Belarus,1948,2387,59.8128,7097374,1940,Europe & Central Asia
Belgium,1948,9793,64.9968,8330676,1940,Europe & Central Asia
Belize,1948,1812,53.87029,55768,1940,America
Benin,1948,1229,34.8858666666667,2051937,1940,Sub-Saharan Africa
Bermuda,1948,10932,NA,31550,1940,America
Bhutan,1948,844,35.60468,166757,1940,South Asia
Bolivia,1948,2891,41.0716,2945272,1940,America
Bosnia and Herzegovina,1948,1308,50.23464,2427124,1940,Europe & Central Asia
Botswana,1948,822,44.97636,282215,1940,Sub-Saharan Africa
Brazil,1948,2811,48.0836,41545129,1940,America
British Virgin Islands,1948,NA,NA,6184,1940,America
Brunei,1948,39986,55.7678707692307,35616,1940,East Asia & Pacific
Bulgaria,1948,2323,55.5828,6672496,1940,Europe & Central Asia
Burkina Faso,1948,525,32.864,3980754,1940,Sub-Saharan Africa
Burundi,1948,502,36.14112,2128589,1940,Sub-Saharan Africa
Cambodia,1948,1100,40.65878,4013581,1940,East Asia & Pacific
Cameroon,1948,1412,37.63572,3557999,1940,Sub-Saharan Africa
Canada,1948,11654,67.302,11655920,1940,America
Cape Verde,1948,782,50.68692,162140,1940,Sub-Saharan Africa
Cayman Islands,1948,9198,NA,6526,1940,America
Central African Republic,1948,1180,34.97412,959880,1940,NA
Chad,1948,1185,39.44364,1727303,1940,Sub-Saharan Africa
Channel Islands,1948,NA,NA,95788,1940,Europe & Central Asia
Chile,1948,5263,51.0398933333333,5108117,1940,America
China,1948,542,38.6155520000001,509858820,1940,East Asia & Pacific
Christmas Island,1948,NA,NA,NA,1940,East Asia & Pacific
Cocos Island,1948,NA,NA,NA,1940,East Asia & Pacific
Colombia,1948,2975,49.1184533333333,9442173,1940,America
Comoros,1948,806,38.62648,143644,1940,Sub-Saharan Africa
"Congo, Dem. Rep.",1948,1504,39.95208,11350117,1940,Sub-Saharan Africa
"Congo, Rep.",1948,1759,37.1086,747928,1940,Sub-Saharan Africa
Cook Is,1948,NA,NA,12821,1940,NA
Costa Rica,1948,3141,56.40368,726617,1940,America
Cote d'Ivoire,1948,2014,35.75248,2438775,1940,Sub-Saharan Africa
Croatia,1948,4863,57.72664,3528895,1940,Europe & Central Asia
Cuba,1948,7645,56.813224,4672303,1940,America
Cyprus,1948,3668,61.6425828571429,407453,1940,Europe & Central Asia
Czech Republic,1948,7152,63.0952,8567195,1940,NA
Czechoslovakia,1948,NA,NA,NA,1940,Europe & Central Asia
Denmark,1948,10643,70.0752,3832859,1940,Europe & Central Asia
Djibouti,1948,2974,41.7514,57116,1940,Middle East & North Africa
Dominica,1948,2088,NA,45150,1940,America
Dominican Republic,1948,1990,46.6091333333333,1718123,1940,NA
East Germany,1948,NA,NA,NA,1940,Europe & Central Asia
Ecuador,1948,3388,47.30004,2583081,1940,America
Egypt,1948,1700,35.93176,17849440,1940,Middle East & North Africa
El Salvador,1948,3930,43.71002,1785176,1940,America
Equatorial Guinea,1948,485,36.30752,170989,1940,Sub-Saharan Africa
Eritrea,1948,783,36.47696,999101,1940,Sub-Saharan Africa
Eritrea and Ethiopia,1948,NA,NA,NA,1940,Sub-Saharan Africa
Estonia,1948,4161,57.9296,1003658,1940,Europe & Central Asia
Ethiopia,1948,577,32.89656,15717976,1940,Sub-Saharan Africa
Faeroe Islands,1948,NA,NA,29649,1940,Europe & Central Asia
Falkland Is (Malvinas),1948,NA,NA,1676,1940,NA
Fiji,1948,2595,51.20436,220933,1940,East Asia & Pacific
Finland,1948,6695,61.9004,3696232,1940,Europe & Central Asia
France,1948,6988,66.0204,40927546,1940,Europe & Central Asia
French Guiana,1948,NA,50.51,23520,1940,America
French Polynesia,1948,NA,43.99816,47669,1940,East Asia & Pacific
Gabon,1948,641,38.0346,436398,1940,Sub-Saharan Africa
Gambia,1948,985,36.71316,252069,1940,Sub-Saharan Africa
Georgia,1948,1984,53.58964,3210619,1940,Europe & Central Asia
Germany,1948,5258,63.8173520837154,71244059,1940,Europe & Central Asia
Ghana,1948,1287,43.4104,3918230,1940,Sub-Saharan Africa
Gibraltar,1948,NA,NA,19369,1940,Europe & Central Asia
Greece,1948,3589,49.51656,7149235,1940,Europe & Central Asia
Greenland,1948,3143,42.0970081949056,21409,1940,Europe & Central Asia
Grenada,1948,1664,55.21142,70899,1940,America
Guadeloupe,1948,NA,49.999827586207,194631,1940,America
Guam,1948,NA,53.8,23307,1940,East Asia & Pacific
Guatemala,1948,2989,38.920336,2374197,1940,America
Guernsey,1948,NA,NA,NA,1940,Europe & Central Asia
Guinea,1948,611,37.37824,2826987,1940,Sub-Saharan Africa
Guinea-Bissau,1948,836,38.29276,499097,1940,Sub-Saharan Africa
Guyana,1948,4164,57.2270200000001,375159,1940,America
Haiti,1948,2271,34.33751,2781219,1940,America
Holy See,1948,NA,NA,911,1940,Europe & Central Asia
Honduras,1948,2446,43.2267,1162179,1940,America
"Hong Kong, China",1948,3290,60.3062666666667,1741134,1940,East Asia & Pacific
Hungary,1948,5168,60.73228,9268490,1940,Europe & Central Asia
Iceland,1948,9452,70.1644,133257,1940,Europe & Central Asia
India,1948,917,33.8975088093531,324372335,1940,South Asia
Indonesia,1948,1249,33.91472,61821588,1940,East Asia & Pacific
Iran,1948,3768,38.69504,15077617,1940,Middle East & North Africa
Iraq,1948,2910,36.87656,4608028,1940,Middle East & North Africa
Ireland,1948,5818,63.6786,2936278,1940,Europe & Central Asia
Isle of Man,1948,NA,NA,51852,1940,Europe & Central Asia
Israel,1948,3612,59.8348,877043,1940,Middle East & North Africa
Italy,1948,5906,63.4164,44284798,1940,Europe & Central Asia
Jamaica,1948,2928,51.61096,1209585,1940,America
Japan,1948,2297,56.9628,72709185,1940,East Asia & Pacific
Jersey,1948,NA,NA,NA,1940,Europe & Central Asia
Jordan,1948,2965,44.7735066666666,403500,1940,Middle East & North Africa
Kazakhstan,1948,5050,49.04648,6096956,1940,Europe & Central Asia
Kenya,1948,1760,39.99844,4172070,1940,Sub-Saharan Africa
Kiribati,1948,1666,40.32793,31916,1940,East Asia & Pacific
North Korea,1948,761,44.0852266666667,8870433,1940,NA
South Korea,1948,707,47.9408266666667,15684579,1940,NA
"United Korea (former)
",1948,NA,NA,NA,NA,NA
Kosovo,1948,NA,NA,NA,1940,Europe & Central Asia
Kuwait,1948,2692,48.3828072727273,134088,1940,Middle East & North Africa
Kyrgyz Republic,1948,2207,45.57956,1585823,1940,NA
Lao,1948,1132,39.47664,1586939,1940,NA
Latvia,1948,3313,58.7057311850122,1781651,1940,Europe & Central Asia
Lebanon,1948,7369,55.02728,1077273,1940,Middle East & North Africa
Lesotho,1948,424,41.74604,679318,1940,Sub-Saharan Africa
Liberia,1948,1198,37.23176,854704,1940,Sub-Saharan Africa
Libya,1948,5078,40.98238,1058818,1940,Middle East & North Africa
Liechtenstein,1948,NA,NA,12843,1940,Europe & Central Asia
Lithuania,1948,5726,58.2352,2348809,1940,Europe & Central Asia
Luxembourg,1948,17365,64.7848,277578,1940,Europe & Central Asia
"Macao, China",1948,3550,58.3012,331130,1940,East Asia & Pacific
"Macedonia, FYR",1948,2535,50.99544,1140699,1940,Europe & Central Asia
Madagascar,1948,1837,36.72964,3796599,1940,Sub-Saharan Africa
Malawi,1948,355,34.16,1957205,1940,Sub-Saharan Africa
Malaysia,1948,2218,51.20224,5404596,1940,East Asia & Pacific
Maldives,1948,880,38.16132,75107,1940,South Asia
Mali,1948,648,29.99872,4290767,1940,Sub-Saharan Africa
Malta,1948,2535,64.6162153846154,292719,1940,Europe & Central Asia
Marshall Islands,1948,1303,NA,12179,1940,East Asia & Pacific
Martinique,1948,NA,52.497827586207,205775,1940,America
Mauritania,1948,1160,38.4422,629653,1940,Sub-Saharan Africa
Mauritius,1948,2395,41.2001866666667,410851,1940,Sub-Saharan Africa
Mayotte,1948,NA,39.8254,14279,1940,Sub-Saharan Africa
Mexico,1948,3981,49.21336,20699956,1940,America
"Micronesia, Fed. Sts.",1948,1120,51.02096,30013,1940,East Asia & Pacific
Moldova,1948,2296,53.5748,2130570,1940,Europe & Central Asia
Monaco,1948,10732,NA,18687,1940,Europe & Central Asia
Mongolia,1948,847,37.63912,760947,1940,East Asia & Pacific
Montenegro,1948,4046,57.56536,361506,1940,Europe & Central Asia
Montserrat,1948,NA,NA,13258,1940,America
Morocco,1948,1985,45.35104,7700259,1940,Middle East & North Africa
Mozambique,1948,443,35.7377066666667,5779561,1940,Sub-Saharan Africa
Myanmar,1948,823,30.24672,16865022,1940,East Asia & Pacific
Namibia,1948,3722,42.22832,330015,1940,Sub-Saharan Africa
Nauru,1948,4053,NA,2817,1940,East Asia & Pacific
Nepal,1948,814,37.22012,7641505,1940,South Asia
Netherlands,1948,8802,71.106,8860722,1940,Europe & Central Asia
Netherlands Antilles,1948,NA,56.752827586207,NA,1940,America
New Caledonia,1948,NA,47.24004,61297,1940,East Asia & Pacific
New Zealand,1948,11782,68.9552,1629869,1940,East Asia & Pacific
Ngorno-Karabakh,1948,NA,NA,NA,1940,Europe & Central Asia
Nicaragua,1948,3389,41.704736,986178,1940,America
Niger,1948,949,37.168,2408985,1940,Sub-Saharan Africa
Nigeria,1948,2631,39.2122,26625012,1940,Sub-Saharan Africa
Niue,1948,NA,NA,4646,1940,East Asia & Pacific
